Title,US_Gross,Worldwide_Gross,US_DVD_Sales,Production_Budget,Release_Date,MPAA_Rating,Running_Time_min,Distributor,Source,Major_Genre,Creative_Type,Director,Rotten_Tomatoes_Rating,IMDB_Rating,IMDB_Votes,year
Felicia's Journey,824295,1970268,NA,15000000,Nov 12 1999,PG-13,NA,Artisan,Based on Book/Short Story,Drama,Contemporary Fiction,Atom Egoyan,88,6.9,4790,1999
From Justin to Kelly,4922166,4922166,NA,12000000,Jun 20 2003,PG,NA,20th Century Fox,Based on TV,Musical,Contemporary Fiction,NA,8,1.6,17596,2003
Final Destination,53302314,112802314,NA,23000000,Mar 17 2000,R,98,New Line,Original Screenplay,Horror,Fantasy,James Wong,31,6.8,52618,2000
Flags of Our Fathers,33602376,61902376,45105366,53000000,Oct 20 2006,R,NA,Paramount Pictures,Based on Book/Short Story,Drama,Historical Fiction,Clint Eastwood,73,7.2,42788,2006
Flawless,4485485,4485485,NA,27000000,Nov 24 1999,R,NA,MGM,Original Screenplay,Drama,Contemporary Fiction,Joel Schumacher,43,6.7,8125,1999
Flicka,21000147,21893591,49974754,15000000,Oct 20 2006,PG,94,20th Century Fox,Based on Book/Short Story,Drama,Contemporary Fiction,NA,54,5.7,2832,2006
Flight of the Phoenix,21009180,34009180,NA,75000000,Dec 17 2004,PG-13,NA,20th Century Fox,Remake,Adventure,Historical Fiction,NA,30,6,18568,2004
United 93,31567134,76366864,17832230,18000000,Apr 28 2006,R,NA,Universal,Based on Real Life Events,Drama,Dramatization,Paul Greengrass,91,7.8,46691,2006
Flubber,92993801,177993801,NA,80000000,Nov 26 1997,PG,93,Walt Disney Pictures,Remake,Comedy,Kids Fiction,Les Mayfield,17,4.6,18890,1997
Flushed Away,64665672,177665672,71025931,149000000,Nov 03 2006,PG,85,Paramount Pictures,Original Screenplay,Comedy,Kids Fiction,Sam Fell,72,7,21334,2006
Flyboys,13090630,14816379,23631077,60000000,Sep 22 2006,PG-13,139,MGM,Based on Real Life Events,Drama,Dramatization,Tony Bill,33,6.5,13934,2006
Fly Me To the Moon,14543943,40098231,NA,25000000,Aug 15 2008,G,89,Summit Entertainment,Original Screenplay,Adventure,Kids Fiction,NA,17,4.7,1653,2008
Find Me Guilty,1173673,1788077,NA,13000000,Mar 17 2006,R,NA,Freestyle Releasing,Based on Real Life Events,Drama,Dramatization,Sidney Lumet,60,7.1,12800,2006
The Family Man,75764085,124715863,NA,60000000,Dec 22 2000,PG-13,126,Universal,Original Screenplay,Comedy,Contemporary Fiction,Brett Ratner,52,6.6,34090,2000
Friends with Money,13368437,15328368,7822762,6500000,Apr 07 2006,R,NA,Sony Pictures Classics,Original Screenplay,Comedy,Contemporary Fiction,NA,71,6.1,11087,2006
Finding Nemo,339714978,867894287,NA,94000000,May 30 2003,G,100,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,Andrew Stanton,98,8.2,165006,2003
The Fountain,10144010,15461638,8752844,35000000,Nov 22 2006,PG-13,96,Warner Bros.,Original Screenplay,Drama,Science Fiction,Darren Aronofsky,51,7.4,72562,2006
Flightplan,89706988,225706988,NA,55000000,Sep 23 2005,PG-13,93,Walt Disney Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,38,6.2,45305,2005
Frailty,13110448,17423030,NA,11000000,Apr 12 2002,R,NA,Lionsgate,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,74,7.3,27629,2002
The Forbidden Kingdom,52075270,129075270,23318686,55000000,Apr 18 2008,PG-13,105,Lionsgate,Based on Book/Short Story,Action,Fantasy,Rob Minkoff,64,6.7,36548,2008
Freedom Writers,36605602,43090741,20532539,21000000,Jan 05 2007,PG-13,122,Paramount Pictures,Based on Book/Short Story,Drama,Dramatization,Richard LaGravenese,69,7.5,18065,2007
Next Friday,57176582,59675307,NA,9500000,Jan 12 2000,R,98,New Line,Original Screenplay,Comedy,Contemporary Fiction,Steve Carr,21,5.3,10176,2000
Freaky Friday,110222438,160822438,NA,26000000,Aug 06 2003,PG,97,Walt Disney Pictures,Remake,Comedy,Contemporary Fiction,Mark Waters,88,6.5,29137,2003
Frequency,44983704,68079671,NA,31000000,Apr 28 2000,PG-13,118,New Line,Original Screenplay,Drama,Science Fiction,NA,69,7.3,35968,2000
Serenity,25514517,38514517,NA,39000000,Sep 30 2005,PG-13,119,Universal,Based on TV,Action,Science Fiction,Joss Whedon,81,8,106648,2005
Jason X,13121555,16951798,NA,14000000,Apr 26 2002,R,NA,New Line,NA,Horror,Contemporary Fiction,NA,21,4.4,17964,2002
Friday the 13th,65002019,91700771,9566980,17000000,Feb 13 2009,R,NA,Warner Bros.,NA,Horror,Fantasy,NA,26,5.6,26798,2009
Friday After Next,33253609,33526835,NA,10000000,Nov 22 2002,R,85,New Line,Original Screenplay,Comedy,Contemporary Fiction,NA,25,5.3,6742,2002
Frida,25885000,56298474,NA,12000000,Oct 25 2002,R,123,Miramax,Based on Real Life Events,Drama,Dramatization,NA,76,7.3,26243,2002
Friday Night Lights,61255921,61950770,NA,30000000,Oct 08 2004,PG-13,117,Universal,Based on Book/Short Story,Drama,Contemporary Fiction,Peter Berg,81,7.2,20868,2004
Frozen River,2503902,5281776,NA,1000000,Aug 01 2008,R,NA,Sony Pictures Classics,Original Screenplay,Drama,Contemporary Fiction,NA,87,7.2,10447,2008
The Princess and the Frog,104374107,263467382,68101150,105000000,Nov 25 2009,G,NA,Walt Disney Pictures,Based on Book/Short Story,Adventure,Kids Fiction,John Musker,84,7.4,16232,2009
Full Frontal,2512846,3438804,NA,2000000,Aug 02 2002,R,NA,Miramax,Original Screenplay,Comedy,Contemporary Fiction,Steven Soderbergh,37,4.8,6660,2002
Fireproof,33451479,33451479,31898934,500000,Sep 26 2008,PG,122,Samuel Goldwyn Films,Original Screenplay,Drama,Contemporary Fiction,Alex Kendrick,40,5.6,5498,2008
The Forsaken,6755271,6755271,NA,5000000,Apr 27 2001,R,NA,Sony Pictures,Original Screenplay,Horror,Contemporary Fiction,NA,8,5.1,4679,2001
Frost/Nixon,18622031,28144586,6677601,29000000,Dec 05 2008,R,122,Universal,Based on Play,Drama,Dramatization,Ron Howard,92,7.9,36366,2008
Factory Girl,1661464,1661464,NA,7000000,Dec 29 2006,R,90,MGM,Based on Real Life Events,Drama,Dramatization,NA,19,6.1,8680,2006
The Full Monty,45950122,257938649,NA,3500000,Aug 13 1997,R,90,Fox Searchlight,Original Screenplay,Comedy,Contemporary Fiction,Peter Cattaneo,95,7.2,40877,1997
Fun With Dick And Jane,110550000,202250000,29638269,140000000,Dec 21 2005,PG-13,90,Sony Pictures,Remake,Comedy,Contemporary Fiction,NA,29,6.3,1788,2005
Funny People,51855045,71880305,13721109,70000000,Jul 31 2009,R,NA,Universal,Original Screenplay,Comedy,Contemporary Fiction,Judd Apatow,67,6.8,37791,2009
Furry Vengeance,17630465,21630465,4335991,35000000,Apr 30 2010,PG,NA,Summit Entertainment,Original Screenplay,Comedy,Kids Fiction,Roger Kumble,8,2.6,3458,2010
For Your Consideration,5549923,5549923,NA,12000000,Nov 17 2006,PG-13,86,Warner Independent,Original Screenplay,Comedy,Contemporary Fiction,Christopher Guest,50,6.2,7780,2006
The Game,48265581,48265581,NA,50000000,Sep 12 1997,R,128,Polygram,Original Screenplay,Thriller/Suspense,Contemporary Fiction,David Fincher,80,7.7,74136,1997
Gangs of New York,77730500,190400000,NA,97000000,Dec 20 2002,R,168,Miramax,Original Screenplay,Drama,Historical Fiction,Martin Scorsese,75,7.4,113378,2002
Georgia Rule,18882880,20819601,19382312,20000000,May 11 2007,R,111,Universal,Original Screenplay,Drama,Contemporary Fiction,Garry Marshall,17,5.8,10902,2007
Gattaca,12532777,12532777,NA,36000000,Oct 24 1997,PG-13,NA,Sony Pictures,Original Screenplay,Drama,Science Fiction,Andrew Niccol,82,7.8,70906,1997
Good Boy!,37667746,45312217,NA,17000000,Oct 10 2003,PG,87,MGM,Based on Book/Short Story,Comedy,Kids Fiction,NA,45,5,1961,2003
Gods and Generals,12882934,12923936,NA,55000000,Feb 21 2003,PG-13,NA,Warner Bros.,NA,Drama,Historical Fiction,NA,8,6,7437,2003
The Good German,1308696,1308696,NA,32000000,Dec 15 2006,R,104,Warner Bros.,Based on Book/Short Story,Drama,Historical Fiction,Steven Soderbergh,32,6.1,13007,2006
Gods and Monsters,6451628,6451628,NA,3500000,Nov 06 1998,R,NA,Lionsgate,Based on Book/Short Story,Drama,Historical Fiction,Bill Condon,96,7.5,15946,1998
The Good Night,22441,22441,NA,15000000,Oct 05 2007,R,93,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,NA,29,6,4332,2007
G-Force,119436770,287389685,44145849,82500000,Jul 24 2009,PG,NA,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,NA,22,5,9633,2009
Gridiron Gang,38432823,41480851,34066576,30000000,Sep 15 2006,PG-13,126,Sony Pictures,Based on Real Life Events,Drama,Dramatization,Phil Joanou,41,6.8,12400,2006
The Good Girl,14018296,15976468,NA,8000000,Aug 07 2002,R,NA,Fox Searchlight,Original Screenplay,Comedy,Contemporary Fiction,NA,81,6.6,21460,2002
Ghost Ship,30113491,68349884,NA,20000000,Oct 25 2002,R,91,Warner Bros.,Original Screenplay,Horror,Contemporary Fiction,NA,13,5.3,25891,2002
Ghosts of Mississippi,13052741,13052741,NA,36000000,Dec 20 1996,PG-13,NA,Sony Pictures,Based on Real Life Events,Drama,Dramatization,Rob Reiner,50,6.4,5276,1996
The Glass House,17951431,22861785,NA,22000000,Sep 14 2001,PG-13,NA,Sony Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,21,5.6,10629,2001
Ghost Rider,115802596,237702596,103730683,120000000,Feb 16 2007,PG-13,110,Sony Pictures,Based on Comic/Graphic Novel,Action,Super Hero,Mark Steven Johnson,26,5.2,63235,2007
Ghost Town,13252641,26612350,7574314,20000000,Sep 19 2008,PG-13,102,Paramount Pictures,Original Screenplay,Romantic Comedy,Fantasy,David Koepp,85,4.7,310,2008
The Gift,12008642,44567606,NA,10000000,Dec 19 2000,R,NA,Paramount Vantage,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Sam Raimi,56,6.7,28488,2000
Gigli,6087542,7266209,NA,54000000,Aug 01 2003,R,NA,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Martin Brest,6,2.4,29031,2003
Gladiator,187683805,457683805,NA,103000000,May 05 2000,R,150,Sony Pictures,Original Screenplay,Action,Historical Fiction,Ridley Scott,77,8.3,279512,2000
Glitter,4273372,4273372,NA,8500000,Sep 21 2001,PG-13,NA,20th Century Fox,Original Screenplay,Musical,Contemporary Fiction,Vondie Curtis-Hall,7,2,13778,2001
Gloria,4167493,4967493,NA,30000000,Jan 22 1999,R,NA,Sony Pictures,Remake,Drama,Contemporary Fiction,Sidney Lumet,19,4.7,2726,1999
Good Luck Chuck,35017297,59183821,26234476,25000000,Sep 21 2007,R,96,Lionsgate,Original Screenplay,Romantic Comedy,Contemporary Fiction,NA,5,5.6,29013,2007
The Green Mile,136801374,286601374,NA,60000000,Dec 10 1999,R,187,Warner Bros.,Based on Book/Short Story,Drama,Fantasy,Frank Darabont,77,8.4,198916,1999
The Game of Their Lives,375474,375474,NA,20000000,Apr 22 2005,PG,NA,IFC Films,Based on Book/Short Story,Drama,NA,NA,25,6,1443,2005
"Gandhi, My Father",240425,1375194,NA,5000000,Aug 03 2007,Not Rated,NA,Eros Entertainment,Based on Book/Short Story,Drama,Dramatization,NA,40,8.1,50881,2007
The General's Daughter,102705852,149705852,NA,60000000,Jun 18 1999,R,116,Paramount Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Simon West,22,6.1,23570,1999
Gun Shy,1638202,1638202,NA,10000000,Feb 04 2000,R,NA,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,NA,24,5.4,3607,2000
Godsend,14334645,16910708,NA,30000000,Apr 30 2004,PG-13,NA,Lionsgate,Original Screenplay,Thriller/Suspense,Science Fiction,NA,4,4.7,13866,2004
Godzilla,136314294,376000000,NA,125000000,May 19 1998,PG-13,139,Sony Pictures,Remake,Action,Science Fiction,Roland Emmerich,25,4.8,59455,1998
Good,27276,27276,NA,16000000,Dec 31 2008,R,NA,ThinkFilm,Based on Play,Drama,Historical Fiction,NA,34,6.2,1926,2008
Good Will Hunting,138433435,225933435,NA,10000000,Feb 20 1987,R,126,Miramax,Original Screenplay,Drama,Contemporary Fiction,Gus Van Sant,97,8.1,150415,1987
Gosford Park,41300105,41300105,NA,18000000,Dec 26 2001,R,137,USA Films,Original Screenplay,Comedy,Historical Fiction,Robert Altman,86,7.3,36648,2001
The Game Plan,90648202,147914546,50113315,22000000,Sep 22 2007,PG,110,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Andy Fickman,27,6.3,14984,2007
Girl with a Pearl Earring,11634362,22106210,NA,12000000,Dec 12 2003,PG-13,NA,Lionsgate,Based on Book/Short Story,Drama,Historical Fiction,Peter Webber,71,7.1,23493,2003
Galaxy Quest,71423726,90523726,NA,45000000,Dec 25 1999,PG,104,Dreamworks SKG,Original Screenplay,Comedy,Science Fiction,NA,89,7.2,52507,1999
Saving Grace,12178602,24325623,NA,4000000,Aug 04 2000,R,NA,Fine Line,Original Screenplay,Comedy,Contemporary Fiction,NA,63,6.8,8543,2000
Gracie,2956339,3036736,NA,9000000,Jun 01 2007,PG-13,98,Picturehouse,Based on Real Life Events,Drama,Dramatization,NA,59,6.2,2084,2007
The Great Raid,10166502,10597070,NA,60000000,Aug 12 2005,R,NA,Miramax,Based on Book/Short Story,Action,Historical Fiction,John Dahl,36,6.8,8894,2005
The Constant Gardener,33579798,81079798,NA,25500000,Aug 31 2005,R,NA,Focus Features,Based on Book/Short Story,Drama,Historical Fiction,Fernando Meirelles,83,7.6,50763,2005
Garden State,26782316,32381151,NA,2500000,Jul 28 2004,R,109,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,Zach Braff,86,7.9,92594,2004
Grease,305260,206005260,21249794,6000000,Jun 16 1978,PG,NA,Paramount Pictures,Based on Musical/Opera,Musical,Historical Fiction,Randal Kleiser,83,7,60146,1978
Green Zone,35053660,84788541,14424476,100000000,Mar 12 2010,R,NA,Universal,Based on Factual Book/Article,Drama,Historical Fiction,Paul Greengrass,55,7.1,26759,2010
George Of The Jungle,105263257,174463257,NA,55000000,Jul 16 1997,PG,91,Walt Disney Pictures,Based on TV,Comedy,Kids Fiction,NA,54,5.3,19685,1997
The Brothers Grimm,37899638,105299638,NA,80000000,Aug 26 2005,PG-13,NA,Miramax/Dimension,Original Screenplay,Adventure,Fantasy,Terry Gilliam,37,5.9,43532,2005
The Girl Next Door,14589444,18589444,NA,25000000,Apr 09 2004,R,NA,20th Century Fox,Original Screenplay,Romantic Comedy,Contemporary Fiction,Luke Greenfield,56,7,5614,2004
How the Grinch Stole Christmas,260044825,345141403,NA,123000000,Nov 17 2000,PG,104,Universal,Based on Book/Short Story,Comedy,Kids Fiction,Ron Howard,53,5.7,40310,2000
Get Rich or Die Tryin',30981850,46437122,9906347,40000000,Nov 09 2005,R,NA,Paramount Pictures,Original Screenplay,Drama,Contemporary Fiction,Jim Sheridan,16,4,18126,2005
Wallace & Gromit: The Curse of the Were-Rabbit,56068547,185724838,35069986,30000000,Oct 05 2005,G,85,Dreamworks SKG,Original Screenplay,Adventure,Kids Fiction,Nick Park,95,7.9,38158,2005
Groove,1115313,1167524,NA,500000,Jun 09 2000,R,NA,Sony Pictures Classics,Original Screenplay,Comedy,Contemporary Fiction,NA,56,5.8,2486,2000
The Grudge 2,39143839,68643839,8293678,20000000,Oct 13 2006,PG-13,102,Sony Pictures,Remake,Horror,Contemporary Fiction,NA,10,4.6,16024,2006
The Grudge,110359362,187281115,NA,10000000,Oct 22 2004,PG-13,96,Sony Pictures,Remake,Horror,Contemporary Fiction,NA,39,5.7,43218,2004
Grown Ups,161094625,250294625,NA,75000000,Jun 25 2010,PG-13,102,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,NA,9,5.8,13488,2010
Guess Who,68915888,102115888,NA,35000000,Mar 25 2005,PG-13,103,Sony Pictures,Remake,Comedy,Contemporary Fiction,NA,43,5.7,15789,2005
Get Carter,14967182,19417182,NA,40000000,Oct 06 2000,R,NA,Warner Bros.,Remake,Drama,Contemporary Fiction,NA,12,4.8,14196,2000
Get Over It,11560259,11560259,NA,10000000,Mar 09 2001,PG-13,NA,Miramax,Original Screenplay,Romantic Comedy,Contemporary Fiction,NA,45,5.5,9350,2001
Veronica Guerin,1569918,9438074,NA,17000000,Oct 17 2003,R,NA,Walt Disney Pictures,Based on Real Life Events,Drama,Dramatization,Joel Schumacher,54,6.8,8778,2003
Ghost World,6217849,8764007,NA,5500000,Jul 20 2001,R,NA,MGM,Based on Comic/Graphic Novel,Comedy,Contemporary Fiction,Terry Zwigoff,92,7.7,42973,2001
Hairspray,118823091,202823091,104104829,75000000,Jul 20 2007,PG,117,New Line,Remake,Musical,Historical Fiction,Adam Shankman,91,7.2,41511,2007
Half Baked,17394881,17394881,NA,8000000,Jan 16 1998,R,84,Universal,Original Screenplay,Comedy,Contemporary Fiction,NA,29,6.3,18791,1998
Hamlet,4501094,7129670,NA,18000000,Dec 25 1996,PG-13,NA,Sony Pictures,Based on Play,Drama,Historical Fiction,NA,94,6,5147,1996
Hamlet,1577287,2288841,NA,2000000,May 12 2000,R,NA,Miramax,Based on Play,Drama,Contemporary Fiction,NA,71,6,5147,2000
Hancock,227946274,624346274,89352567,150000000,Jul 02 2008,PG-13,NA,Sony Pictures,Original Screenplay,Action,Super Hero,Peter Berg,40,6.5,100822,2008
The Happening,64506874,163403799,21432877,60000000,Jun 13 2008,R,89,20th Century Fox,Original Screenplay,Thriller/Suspense,Science Fiction,M. Night Shyamalan,18,5.2,72259,2008
"Happy, Texas",2039192,2039192,NA,1700000,Oct 01 1999,PG-13,NA,Miramax,Original Screenplay,Comedy,Contemporary Fiction,NA,82,7.5,198,1999
Harsh Times,3337931,5963961,2638319,2000000,Nov 10 2006,R,120,MGM,Original Screenplay,Drama,Contemporary Fiction,NA,48,7,26347,2006
The House Bunny,48237389,70237389,15442818,25000000,Aug 22 2008,PG-13,98,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Fred Wolf,39,5.5,18964,2008
The Devil's Rejects,17044981,20940428,NA,7000000,Jul 22 2005,R,NA,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Rob Zombie,54,6.9,36082,2005
Hidalgo,67286731,107336658,NA,78000000,Mar 05 2004,PG-13,136,Walt Disney Pictures,Original Screenplay,Western,Historical Fiction,Joe Johnston,46,6.6,23604,2004
Hide and Seek,51100486,123100486,NA,25000000,Jan 28 2005,R,105,20th Century Fox,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,12,5.6,30891,2005
Head of State,37788228,38283765,NA,35200000,Mar 28 2003,PG-13,95,Dreamworks SKG,Original Screenplay,Comedy,Contemporary Fiction,Chris Rock,30,5.1,8447,2003
Hedwig and the Angry Inch,3067312,3643900,NA,6000000,Jul 20 2001,R,NA,Fine Line,Based on Musical/Opera,Musical,Contemporary Fiction,NA,92,7.6,14766,2001
Pooh's Heffalump Movie,18098433,52858433,NA,20000000,Feb 11 2005,G,NA,Walt Disney Pictures,Based on Book/Short Story,Adventure,Kids Fiction,NA,80,6.3,1605,2005
He Got Game,21567853,21567853,NA,25000000,May 01 1998,R,134,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,Spike Lee,80,6.8,14494,1998
Heist,23483357,28483168,NA,35000000,Nov 09 2001,R,109,New Line,Original Screenplay,Action,Contemporary Fiction,David Mamet,66,3.2,77,2001
Hellboy,59623958,99823958,NA,60000000,Apr 02 2004,PG-13,122,Sony Pictures,Based on Comic/Graphic Novel,Action,Super Hero,Guillermo Del Toro,81,6.8,67763,2004
Raising Helen,37485528,43340302,NA,50000000,May 28 2004,PG-13,119,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Garry Marshall,22,5.7,10526,2004
A Home at the End of the World,1029017,1033810,NA,6500000,Jul 23 2004,R,NA,Warner Independent,Based on Book/Short Story,Drama,Historical Fiction,NA,48,6.7,7180,2004
Here on Earth,10494147,10845127,NA,15000000,Mar 24 2000,PG-13,NA,20th Century Fox,Original Screenplay,Drama,Contemporary Fiction,NA,18,4.6,4929,2000
Head Over Heels,10397365,10397365,NA,14000000,Feb 02 2001,PG-13,NA,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,Mark Waters,9,4.8,6574,2001
The Haunting,91188905,180188905,NA,80000000,Jul 23 1999,PG-13,114,Dreamworks SKG,Based on Book/Short Story,Horror,Contemporary Fiction,Jan De Bont,17,4.6,31808,1999
High Crimes,41543207,63781100,NA,42000000,Apr 05 2002,PG-13,115,20th Century Fox,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Carl Franklin,31,6.1,14428,2002
High Fidelity,27277055,47881663,NA,20000000,Mar 31 2000,R,114,Walt Disney Pictures,Based on Book/Short Story,Comedy,Contemporary Fiction,Stephen Frears,92,7.6,69740,2000
High Heels and Low Lifes,226792,226792,NA,10000000,Oct 26 2001,R,NA,Walt Disney Pictures,NA,(Missing),NA,NA,20,6.1,2205,2001
High School Musical 3: Senior Year,90556401,251056401,59373004,11000000,Oct 24 2008,G,NA,Walt Disney Pictures,Based on TV,Musical,Contemporary Fiction,NA,66,3.7,18587,2008
The History Boys,2730296,13425589,NA,3700000,Nov 21 2006,R,NA,Fox Searchlight,Based on Play,Comedy,Contemporary Fiction,NA,63,6.7,10293,2006
A History of Violence,31493782,59993782,38659936,32000000,Sep 23 2005,R,NA,New Line,Based on Comic/Graphic Novel,Drama,Contemporary Fiction,David Cronenberg,87,7.6,79738,2005
Hitch,177784257,366784257,NA,55000000,Feb 11 2005,PG-13,113,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Andy Tennant,69,5.7,89,2005
Hitman,39687694,99965792,28077100,17500000,Nov 21 2007,R,93,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,NA,14,6.8,520,2007
Harold & Kumar Escape from Guantanamo Bay,38108728,43231984,24609630,12000000,Apr 25 2008,R,NA,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,NA,54,6.7,42358,2008
Harold & Kumar Go to White Castle,18225165,18225165,NA,9000000,Jul 30 2004,R,NA,New Line,Original Screenplay,Comedy,Contemporary Fiction,NA,74,7.2,56030,2004
Held Up,4714090,4714090,NA,8000000,May 12 2000,PG-13,NA,Trimark,Original Screenplay,Comedy,Contemporary Fiction,NA,17,4.7,1840,2000
The Hills Have Eyes,41778863,69623713,20576805,17000000,Mar 10 2006,R,NA,Fox Searchlight,Remake,Horror,Contemporary Fiction,Alexandre Aja,49,6.5,43747,2006
